5	7	0	0.670266667	0.3769	0	0	0	0	0.163566667	0.333366667	0.0063
5	8	0	0	0.440433333	0	0.161066667	0	1	0	0.452566667	1
5	9	0	0	1	0	0	0	1	0	0	0.0011
5	10	0	0	0.000333333	0	0	0	1	0	0	0
5	11	0	0.155766667	0.678066667	0	0	0	1	0	0	0.068266667
5	12	6.67E-05	0	0	0	0	0	0	0	0	0
5	13	0	0	0	0	0.0399	0	1	0	0.109166667	1
5	14	0	0	0	0	0.012833333	0	1	0	0.3346	0
5	15	0	0.152933333	0	0	0	0	1	0	0	0
5	16	0	0	0	0	0	0	1	0	0	1
6	7	0.3473	0	0	0	0	0	0.015766667	0	0.666666667	0
6	8	0	1	0	1	1	1	0.373566667	1	1	0
6	9	0	0	0	0	0	0	1	0	0	0
6	10	0	0	0	0	0	1	0.348033333	0.333333333	0	0
6	11	0	0	0	0	0	0.333333333	0.344233333	0	0	0
6	12	0	1	1	0	0	0	0.4123	1	0	1
6	13	0	0	0	0	0	0	0.668866667	0	1	0
6	14	0	1	1	1	0	1	0.692733333	1	1	1
6	15	0	0	0	0	0	0	0.335266667	0	0	0
6	16	0	1	0	0	0	0	0.3438	0	0	0
7	8	0	0	0	0	0	0	0.024966667	0	0.666666667	0
7	9	0	0	0.003766667	0	0.0001	0	0	0	0	1
7	10	0	0	0.042266667	0	0.143833333	0	0.472833333	0	0.0194	0.6431
7	11	3.33E-05	0.000133333	0.4553	0	0.165266667	0	0.556233333	0	0.165633333	0.5221
7	12	0	0	0	0	0	0	0.0086	0	0.000266667	0
7	13	0	0	0	0	0	0	0.333333333	0	0.386166667	0
7	14	6.67E-05	0	0	0	0	0	0.008166667	0	1	0
7	15	0	0.042933333	0.4992	0	0	0	0.668366667	0	0	0
7	16	0	0	0.000533333	0	0	0	0.029233333	0	0.060166667	0.791966667
8	9	0	0.093333333	0.0106	0	0	0.1236	1	0	0	0.4059
8	10	0	0	0.3377	0.0002	0	1	0.3598	0.4987	0	0
8	11	0	0	0.0004	0	0	0.047433333	0.6736	0	0	0
8	12	0	1	0.76	0.787966667	0	0	0.596033333	1	0	0.0888
8	13	0	0	0.014333333	0	0	0.274333333	0.6679	0	1	1
8	14	0	1	0.1537	1	0	1	0.761033333	1	1	0.156866667
8	15	0	0	0	0	0	0.3958	1	0	0	0
8	16	0	1	0.353033333	0	0	0.008833333	0.673666667	0.0204	0	1
9	10	0	1	0	0.001933333	0	0.3107	1	0	0	0.002766667
9	11	0	1	1	0.159333333	0.140333333	1	1	0.669766667	0.170866667	1
9	12	0	0	0	0	0	0.1658	0	0	0.028533333	0
9	13	0	1	3.33E-05	0	0	0.3336	1	1	0	3.33E-05
9	14	0	0.0003	0	0	0	0.3606	1	0	0	0
9	15	0	1	0	0	0	0.667233333	1	0.6667	0	0
9	16	0	0	0	0.7118	0	1	1	0.0026	0.000233333	0
10	11	0	1	0.353933333	0	0	0.110066667	0.670333333	0	0.1312	0.631733333
10	12	0	0.6668	0.313333333	0.000633333	0	0	0.0392	0.8282	0.251766667	0
10	13	0	0.756966667	1	0	0.156	0.0119	1	0	0.515033333	0
10	14	0	0	0.223066667	0.000233333	0.152733333	1	0.672533333	0.817033333	0.014866667	0
10	15	0.012166667	0.668333333	0	0	0	0.058	1	0	0	3.33E-05
10	16	0	0.458166667	0.666733333	0.106333333	0	0.473333333	1	0.0049	0.659033333	0.018233333
11	12	0	0.034533333	0.000166667	0	0	0	0.005	6.67E-05	0.491733333	3.33E-05
11	13	0	0.360533333	0.000833333	0.6018	0	1	1	1	0.013033333	0.011366667
11	14	0	0	0	0	0	0.217233333	1	0	0	0
11	15	0	1	6.67E-05	0.0001	0	1	1	0.74	0	0
11	16	0	0.2894	0.082833333	0.0615	0	1	0.666966667	0.009066667	0.6885	0.3583
12	13	0	0.336833333	0.4625	0	0	0	0.0007	0	0.055066667	0.552366667
12	14	0	1	1	0.083866667	0	0	0.665966667	0.6245	0	1
12	15	0	0.066133333	0	0	0	0	0.0001	0	0	0
12	16	0	0.666666667	0.158233333	0	0	0.053933333	0.010833333	0.389366667	0.1123	0.096766667
13	14	0	0.333333333	0.2494	0	1	0.449566667	1	0	1	0.276433333
13	15	0	0.666666667	0	0	0	0.6673	1	1	0	0
13	16	0	0.6493	1	0.010966667	0	0.6667	1	0.4065	0	0.666666667
14	15	0	0.163633333	0	0	0	0.352466667	0.666666667	0	0	0
14	16	0	1	0.0672	0	0	0.043466667	1	0.001233333	0	0.4445
15	16	0	0.000133333	0	0	0.276133333	1	0.348	0.0338	0	0
