1	2	0	0	0	0	0	1	0.814366667	0	0	0
1	3	0	1	1	0	0	0	0.401233333	0	1	1
1	4	6.67E-05	0	0	0	0	0	0.0076	0	1	1
1	5	0	0	0	0	0	0	0.391766667	0	1	0
1	6	0	1	1	1	0	0.189966667	0.651966667	0.1939	0	1
1	7	0	0	0	0	0	0	0	0	0	0
1	8	0	1	0	1	0	0	0.514333333	0	0	0
1	9	0	0	0	0.1408	0	1	0.249866667	0	0	0
1	10	0	0	0	0	0	0.333333333	1	0	0	0
1	11	0	0	0	0	0	1	0.567133333	0	0	0
1	12	0	1	1	0	0.515666667	0	1	0.333333333	0	1
1	13	0	0	0	0	0	1	0.6199	0	0	0
1	14	0	1	1	0.333333333	0	0.333333333	0.227133333	0	0	1
1	15	0	0	0	0	0	1	0.6356	0	0	0
1	16	0	1	0	0	0	0.666666667	0.347966667	0.666666667	0	0
2	3	0	0.017233333	0.338666667	0	0	0	1	0.061033333	0	0
2	4	0	0.6678	1	0.005166667	0	0	1	0.109033333	0	0
2	5	0	3.33E-05	0	0	0	0	1	0	0.446	1
2	6	0	0	0	0	0	0	1	0	1	0
2	7	0	0	0.1284	0	0	0	0	0	0.815	0.038366667
2	8	0	0	0.6667	0	0	0.328233333	0.667033333	0	1	1
2	9	0	1	0	0.298533333	0	0.666666667	1	0	0	0
2	10	0	1	1	0	0.441733333	0	1	0	0.3649	0
2	11	0	1	0.6435	0.457633333	0	0.429733333	1	3.33E-05	0.001533333	0.3861
2	12	0	0.498566667	0.022333333	0	0	0	0.000266667	0	0.005666667	0.0227
2	13	0	1	1	0.438966667	0.265433333	0.682933333	1	6.67E-05	1	1
2	14	0	0.040766667	0.1672	0	0.421633333	0.004966667	1	0	0.666666667	0.0678
2	15	0	1	0	0	0	0.6857	1	0.000133333	0	0
2	16	0.220733333	0.036066667	1	0.0059	0	0.668033333	1	0	0	1
3	4	0	0.331866667	0.011466667	1	0.001333333	1	1	0	1	1
3	5	0	0	0	0	3.33E-05	0.334266667	1	0.333733333	1	0
3	6	0	1	1	0	1	0	0.333333333	0	0.0573	1
3	7	0	0	0	0	0	0	0	0	0.333333333	0
3	8	0	1	0.550366667	0	0.679766667	0	1	0	0	0
3	9	0	0.2307	0	0	0	0	1	0	0	0
3	10	0	0.0002	0.628166667	0	0	0	1	0	0	0
3	11	0	0.0011	0	0.666666667	0	0.001933333	1	0	0	0
3	12	0	0.666666667	1	0	0	0	0	0	0	1
3	13	0	0.000233333	0.612066667	0	0	0	1	0	0	0
3	14	0	1	0.666833333	0	0	0	1	0	0	1
3	15	0	0.682333333	0	0	0	0.001433333	1	0	0	0
3	16	0	1	0.549366667	0	0	0.000333333	1	0	0	0
4	5	0	0	0	0	0	0.054866667	1	0	1	6.67E-05
4	6	0	0	0.017033333	0	0.270233333	0	1	0	0.018166667	1
4	7	0	0	0	0	0	0	0	0	0	0
4	8	0	0.0061	0.666666667	0	0	0	1	0	0	0
4	9	0	0.666666667	0	0	0	0	1	6.67E-05	0	0
4	10	0	0.358666667	1	0	0	0	1	0	0	0
4	11	0	0.341966667	0	0.450733333	0	0	1	0.163466667	0	0
4	12	0	0.322666667	0.666933333	0	0	0	0	0	0	0.666666667
4	13	0	1	1	0.022566667	0	0	1	0.058733333	0	0
4	14	0	0.663166667	0.0024	0	0	0	1	0	0	1
4	15	0	0.6669	0	0	0	0	1	0.0311	0	0
4	16	0	0.394933333	1	0	0	0	1	0	0	0
5	6	0	0	0	0	0	0	1	0	0	0.2262
