1	2		6.0822E-249	3.76258E-24	2.5637E-38	1.19617E-57	2.89624E-87	6.93583E-09	4.27537E-05	2.62171E-49	4.83278E-43	1.65792E-50
1	3		4.76155E-34	5.41003E-28	6.19383E-47	0	3.38121E-78	4.921E-161	3.04207E-13	0	0.015646909	1.99477E-12
1	4		1.12195E-59	6.7914E-99	1.948E-135	0	1.21452E-67	7.222E-221	3.41181E-12	8.5644E-227	2.02527E-06	1.74472E-74
1	5		9.2435E-155	8.8601E-306	1.9856E-254	0	1.98489E-86	2.4074E-160	1.12144E-28	1.752E-305	1.73148E-07	1.2005E-146
1	6		0	0.03447085	2.33726E-47	1.44958E-11	5.9207E-153	1.90597E-25	0.012599413	1.71843E-68	8.3715E-150	1.1711E-102
1	7		1.60867E-35	2.21129E-22	1.02453E-17	2.33124E-44	7.60446E-26	3.79234E-40	6.83366E-07	8.96656E-31	1.99735E-05	1.83476E-18
1	8		0	0.321527484	6.41311E-33	3.46228E-21	2.99588E-35	1.49805E-06	0.777616182	1.2536E-23	3.50325E-38	8.69532E-71
1	9		0	6.47632E-73	9.366E-203	1.27961E-91	0	0.555674296	1.38018E-16	1.25209E-23	0	1.5504E-235
1	10		4.7531E-138	7.85518E-08	5.74304E-21	7.33331E-05	8.4312E-38	0.090720558	1.33021E-05	1.22342E-06	1.12542E-34	1.10357E-53
1	11		2.6353E-119	4.26674E-12	1.31124E-34	4.38369E-38	3.54777E-63	0.00643041	1.34689E-05	0.012640322	4.87828E-44	1.65838E-50
1	12		1.5474E-20	0.062450752	0.585259054	9.67558E-09	0.993266832	6.44366E-08	0.92244617	0.000993119	9.32026E-35	0.969090732
1	13		3.9496E-179	9.90079E-12	2.12215E-22	8.42893E-55	2.83768E-57	9.44761E-05	1.57979E-05	3.06653E-07	1.12562E-25	1.61218E-28
1	14		4.38985E-84	0.984675313	0.113880596	1.50139E-05	6.5259E-41	2.78804E-06	0.950868822	5.55325E-15	5.63952E-12	1.38269E-05
1	15		1.7718E-171	3.03897E-29	2.20814E-82	2.4796E-86	2.14197E-91	0.009803399	1.44563E-11	0.000207532	2.25278E-96	4.0885E-116
1	16		8.0372E-137	0.001109283	4.07153E-15	1.81764E-19	7.0344E-128	0.874684436	4.00185E-05	0.639022539	6.08119E-54	1.3108E-32
2	3		6.1487E-244	2.78414E-07	7.05925E-13	0.002035389	1.24763E-25	2.02903E-11	0.886307493	2.13685E-07	1.12802E-30	2.12573E-26
2	4		5.3607E-225	0.007062118	5.1196E-08	1.45846E-06	8.24766E-39	1.53981E-08	0.204849144	4.75176E-05	1.181E-30	1.63834E-15
2	5		2.3631E-124	1.64979E-28	8.59538E-12	4.0586E-70	2.17328E-10	6.02664E-25	0.112249683	1.19665E-12	1.17739E-18	0.947302365
2	6		6.76912E-50	1.15816E-18	5.03416E-17	1.39377E-66	1.07558E-23	6.42397E-21	0.001472999	3.75187E-86	4.25975E-05	2.68241E-12
2	7		4.2832E-17	6.81688E-08	0.001331662	4.91124E-31	6.92216E-06	1.26786E-31	0.00489067	5.57776E-09	0.874325399	0.000563658
2	8		1.03568E-08	4.66769E-17	1.21587E-06	8.98742E-63	4.61829E-21	5.00741E-15	0.008264451	1.61639E-68	0.000144717	0.064923205
2	9		7.32891E-91	0.646028725	2.0075E-09	0.00030662	3.5252E-27	8.10849E-09	0.981504849	4.32586E-17	1.63212E-36	1.72795E-12
2	10		8.87964E-70	0.789514831	0.399777979	4.42677E-09	0.009223057	4.35193E-07	0.47996642	6.51526E-35	0.006314917	1.29304E-07
2	11		6.9403E-19	0.679308921	7.24263E-05	0.078689043	4.93115E-16	0.925720422	0.360170842	5.02898E-09	4.15397E-09	9.25259E-07
2	12		3.5606E-64	1.49094E-12	6.73623E-14	8.5031E-35	1.95967E-20	1.88998E-13	0.041506657	2.52839E-24	7.83744E-06	2.07231E-12
2	13		1.42362E-10	0.084446707	0.023350558	0.899831411	0.197697061	0.30186753	0.999740506	2.06048E-10	0.171117134	0.140314774
2	14		3.63237E-62	2.58652E-13	2.83306E-15	1.53733E-40	0.017150402	1.7463E-14	0.018437725	6.25931E-55	0.00087013	3.51785E-10
2	15		2.44395E-69	0.006790662	3.77178E-20	7.71972E-15	5.96255E-45	0.664463675	0.012089655	1.54479E-15	1.10208E-33	3.26262E-38
2	16		0.00649997	0.000207449	0.022796642	0.024388838	1.38898E-49	0.028794035	0.466265983	2.60706E-21	2.50398E-06	0.307209886
3	4		6.3674E-80	1.72807E-05	0.000774964	9.8152E-06	6.35929E-06	0.087665658	0.311496081	1.54785E-80	0.25417352	5.30256E-08
3	5		6.6579E-199	6.8087E-149	1.4635E-110	1.6465E-155	5.63481E-07	5.43397E-11	2.72809E-05	0.003911481	0.024006902	2.81642E-64
3	6		0	2.78797E-14	0.019410814	0	0.180202076	2.3538E-209	5.11473E-06	0	2.36384E-52	4.1923E-14
3	7		6.44033E-41	6.38913E-16	2.3638E-11	1.21081E-36	1.30609E-17	4.46515E-26	0.000418951	4.99889E-05	0.000245703	2.25642E-15
3	8		0	3.34527E-10	0.126707791	7.4624E-204	0.091540068	8.41516E-89	0.001316666	1.4179E-236	9.71559E-21	1.06238E-28
3	9		0	6.79992E-18	3.80671E-90	3.44196E-27	4.6077E-177	2.24863E-68	0.02072511	1.12461E-96	2.4089E-240	1.8817E-138
3	10		1.0559E-129	0.019255967	2.52349E-09	5.08396E-21	4.44766E-15	1.57718E-24	0.052940981	1.01107E-63	8.50408E-31	7.12539E-39
3	11		6.6413E-116	0.000245811	2.36739E-19	0.532164645	1.49684E-43	3.64332E-08	0.080221525	9.50626E-26	9.86641E-40	8.05812E-36
3	12		1.45017E-34	8.20336E-07	2.46326E-06	5.85834E-51	1.46475E-06	3.8768E-27	0.109882866	1.93171E-44	8.25646E-32	0.379291217
